Player Name,Player ID,NAME,COUNTRY,Full name,Playing role,Batting style,Bowling style
E Ernest,1155543,Edmond Ernest,Sierra Leone,Edmond Ernest,nan,Right-hand bat,Right-arm medium
SJ Erwee,324260,Sarel Erwee,South Africa,Sarel Johannes Erwee,nan,Left-hand bat,Right-arm offbreak
GM Ewing,55419,Gavin Ewing,Zimbabwe,Gavin Mackie Ewing,nan,Right-hand bat,Right-arm offbreak
AG Fairfax,5209,Alan Fairfax,Australia,Alan Geoffrey Fairfax,nan,Right-hand bat,Right-arm fast-medium
TM Findlay,51792,Mike Findlay,West Indies,Thaddeus Michael Findlay,nan,Right-hand bat,nan
Firas Hussain,1434633,,,,,,
LO Fleetwood-Smith,5327,Chuck Fleetwood-Smith,Australia,Leslie O'Brien Fleetwood-Smith,nan,Right-hand bat,Slow left-arm chinaman
GN Francis,51794,George Francis,West Indies,George Nathaniel Francis,nan,Right-hand bat,Right-arm fast
SJ French,1495171,,,,,,
SP Gauchan,25964,Shakti Gauchan,Nepal,Shakti Prasad Gauchan,Bowler,Right-hand bat,Slow left-arm orthodox
WT Gavera,302850,Willie Gavera,Papua New Guinea,Willie Toua Gavera,Bowler,Right-hand bat,Right-arm fast
SK Gupta,24694,Sandeep Gupta,Kenya,Sandeep Kumar Gupta,nan,Right-hand bat,nan
Habib Ahmadzai,1198876,,,,,,
H Hameed,632172,Haseeb Hameed,England,Haseeb Hameed,nan,Right-hand bat,Legbreak
Hassnain Shah,1456611,,,,,,
A Ilaoa,1362925,,,,,,
Imran Khan,316363,Imran Khan,Pakistan,Mohammad Imran Khan,Bowler,Right-hand bat,Right-arm medium-fast
Imran Khan,1204641,,,,,,
E Jabarkhel,1334196,,,,,,
V Jayant,1345174,,,,,,
TJ Jenner,6022,Terry Jenner,Australia,Terrence James Jenner,nan,Right-hand bat,Legbreak googly
TE Jesty,15511,Trevor Jesty,England,Trevor Edward Jesty,nan,Right-hand bat,Right-arm medium
Jubair Hossain,629066,Jubair Hossain,Bangladesh,Jubair Hossain,Bowler,Right-hand bat,Legbreak
Jun Hyunwoo,1063353,Jun Hyunwoo,South Korea,Jun Hyunwoo,nan,Right-hand bat,Right-arm medium
TE Kane,571707,Tyrone Kane,Ireland,Tyrone Edward Kane,Bowler,Right-hand bat,Right-arm medium-fast
A Khan,23911,Amjad Khan,England,Amjad Khan,Bowler,Right-hand bat,Right-arm fast-medium
SC Khanna,30077,Surinder Khanna,India,Surinder Chamanlal Khanna,nan,Right-hand bat,nan
S Kharvi,1489498,,,,,,
M Khojbariya,1459917,,,,,,
ML Kostic,1321223,,,,,,
P Kotoisuva,1362921,,,,,,
JJ Krejza,6235,Jason Krejza,Australia,Jason John Krejza,Bowler,Right-hand bat,Right-arm offbreak
S Kubheka,1283101,,,,,,
Kuldeep Gurjar,1338636,,,,,,
JDF Larter,16205,David Larter,England,John David Frederick Larter,nan,Right-hand bat,Right-arm fast-medium
AZ Lees,460756,Alex Lees,England,Alexander Zak Lees,nan,Left-hand bat,Legbreak
M Louis,1078695,Mikyle Louis,West Indies,Mikyle Louis,nan,Right-hand bat,Legbreak googly
AS Luseno,24703,Alfred Luseno,Kenya,Alfred Luseno Sorongo,nan,Right-hand bat,Right-arm medium
GI Maiden,25102,Gregor Maiden,Scotland,Gregor Ian Maiden,Batsman,Right-hand bat,Right-arm offbreak
M Malle,1345185,,,,,,
Manish Sharma,1349476,,,,,,
B Maphosa,1155573,Boteng Maphosa,Botswana,Boteng Maphosa,nan,Right-hand bat,Right-arm medium-fast
A Martin,245373,Anthony Martin,West Indies,Anthony Martin,Bowler,Right-hand bat,Legbreak
JJ Martin,30954,Jacob Martin,India,Jacob Joseph Martin,nan,Right-hand bat,Legbreak googly
EA Martindale,52424,Manny Martindale,West Indies,Emmanuel Alfred Martindale,nan,Right-hand bat,Right-arm fast
EZ Matambanadzo,55582,Everton Matambanadzo,Zimbabwe,Everton Zvikomborero Matambanadzo,nan,Right-hand bat,Right-arm medium-fast
L Maximo,1382061,,,,,,
DES Maxwell,23799,Don Maxwell,Canada,Donovan Elliot Sylvester Maxwell,nan,Right-hand bat,Right-arm fast-medium
VM Merchant,30996,Vijay Merchant,India,Vijaysingh Madhavji Merchant,nan,Right-hand bat,Right-arm medium
AJ Michael,6892,Andrew Michael,Australia,Andrew Joseph Michael,nan,Right-hand bat,Right-arm medium
DP Michael,500270,Dom Michael,Australia,Dominic Peter Michael,nan,Left-hand bat,Right-arm medium-fast
RS Modi,31021,Rusi Modi,India,Rusitomji Sheriyar Modi,nan,Right-hand bat,Right-arm medium
Mohammad Atif,1312422,,,,,,
Mohammad Ilyas,41286,Mohammad Ilyas,Pakistan,Mohammad Ilyas Mahmood,nan,Right-hand bat,Legbreak
Mohammad Salman,41481,Mohammad Salman,Pakistan,Mohammad Salman,Wicketkeeper batsman,Right-hand bat,Legbreak
PK Mohanarangam,1463381,,,,,,
Mudassar Muhammad,1046603,Mudassar Muhammad,Germany,Mudassar Muhammad,nan,nan,nan
Iqbal Mudassir,1167327,Mudassir Iqbal,South Korea,Mudassir Iqbal,nan,nan,nan
Muzahir Raza,1167806,Muzahir Raza,Oman,Muhammad Muzahir Raza,nan,nan,nan
JK Mukhiya,680279,Jitendra Mukhiya,Nepal,Jitendra Kumar Mukhiya,Bowler,Right-hand bat,Right-arm medium-fast
D Mullen,468587,Dane Mullen,Guernsey,Dane Mullen,nan,Right-hand bat,Right-arm medium
ARA Murray,46264,Anton Murray,South Africa,Anton Ronald Andrew Murray,nan,Right-hand bat,Right-arm slow-medium
Musaddiq Ahmed,496764,Musadiq Ahmed,Pakistan,Musadiq Ahmed,nan,Right-hand bat,nan
DT Mutendera,55602,David Mutendera,Zimbabwe,David Travolta Mutendera,nan,Right-hand bat,Right-arm fast-medium
Nawaf Ahmed,1195194,,,,,,
P Nedeljkovic,1401109,,,,,,
OE Newey,650789,Oliver Newey,Guernsey,Oliver Edward Newey,nan,Right-hand bat,Right-arm medium
H Niaz,525042,Hamza Niaz,France,Hamza Niaz,nan,nan,nan
N Nazmussakib,1167329,Nishat Sakib,South Korea,Nishat Nazmus Sakib,nan,nan,nan
Noorkhan Ahmedi,1284217,,,,,,
E Ochieng,576980,Eugene Ochieng,Kenya,Eugene Ochieng,nan,Right-hand bat,Right-arm medium
RJG Palmer,470894,Rhys Palmer,Jersey,Rhys John George Palmer,nan,Right-hand bat,Right-arm offbreak
AA Paradkar,1276396,,,,,,
R Parag,1079434,Riyan Parag,India,Riyan Parag,Top-order batsman,Right-hand bat,Legbreak
BA Parchment,52687,Brenton Parchment,West Indies,Brenton Anthony Parchment,Bowler,Right-hand bat,Right-arm offbreak
CH Parkin,18428,Ciss Parkin,England,Cecil Harry Parkin,nan,Right-hand bat,Right-arm offbreak
RB Patel,1233056,,,,,,
SJ Patel,1263718,,,,,,
GA Paterson,55684,Grant Paterson,Zimbabwe,Grant Andrew Paterson,nan,Right-hand bat,nan
CE Pellew,7099,Nip Pellew,Australia,Clarence Everard Pellew,nan,Right-hand bat,Right-arm medium
A Phillip,914467,Anderson Phillip,West Indies,Anderson Phillip,Bowler,Right-hand bat,nan
N Phillip,52678,Norbert Phillip,West Indies,Norbert Phillip,nan,Right-hand bat,Right-arm fast-medium
R Poojary,1463382,,,,,,
Raja Shoaib,1167325,Raja Shoaib,South Korea,Raja Muhammad Shoaib,nan,nan,nan
S Ramakrishnan,1314054,,,,,,
SHA Rance,395057,Seth Rance,New Zealand,Seth Hayden Arnold Rance,Bowler,Right-hand bat,Right-arm medium
PWE Rawson,55710,Peter Rawson,Zimbabwe,Peter Walter Edward Rawson,nan,Right-hand bat,Right-arm fast-medium
S Rossi,1203194,,,,,,
CAG Russell,19497,Jack Russell,England,Charles Albert George Russell,nan,Right-hand bat,nan
WE Russell,19503,Eric Russell,England,William Eric Russell,nan,Right-hand bat,Right-arm medium
Sagar Pun,524095,Sagar Pun,Nepal,Sagar Pun,Opening batsman,Right-hand bat,Right-arm offbreak
B Sai Sudharsan,1151288,B Sai Sudharsan,India,B Sai Sudharsan,nan,Left-hand bat,Legbreak
DR Sams,826901,Daniel Sams,Australia,Daniel Richard Sams,Allrounder,Right-hand bat,Left-arm fast-medium
BN Schultz,47165,Brett Schultz,South Africa,Brett Nolan Schultz,nan,Left-hand bat,Left-arm fast
VJ Scott,38384,Verdun Scott,New Zealand,Verdun John Scott,nan,Right-hand bat,Right-arm bowler
CP Senanayake,50426,Charith Senanayake,Sri Lanka,Charith Panduka Senanayake,nan,Left-hand bat,Right-arm medium
AA Senn,256969,AA Senn,England,AA Senn,nan,nan,nan
Shafat Ali Syed,1358604,,,,,,
Shagharai Sefat,1270825,,,,,,
Sheikh Rasik,1390685,,,,,,
MJF Shrimpton,38388,Mike Shrimpton,New Zealand,Michael John Froud Shrimpton,nan,Right-hand bat,Legbreak
Shunan Ali,822517,Shunan Ali,Maldives,Shunan Ali,nan,nan,Legbreak
A Simelane,1070754,Andile Simelane,South Africa,Andile Simelane,nan,Right-hand bat,Right-arm fast
RM Siri,23603,Martin Siri,Argentina,R Martin Siri,nan,Right-hand bat,nan
C Smith,1144659,Chare Smith,Bermuda,Chare Smith,nan,nan,nan
RH Spooner,20316,Reggie Spooner,England,Reginald Herbert Spooner,nan,Right-hand bat,nan
GTS Stevens,20369,Greville Stevens,England,Greville Thomas Scott Stevens,nan,Right-hand bat,Legbreak
Syed Aqeel Israr,1400994,,,,,,
Syed Faizan Tahir,1482498,,,,,,
Syed Maisam Ali,1321184,,,,,,
S Tabuisulu,1333976,,,,,,
Talat Ali,43273,Talat Ali,Pakistan,Talat Ali Malik,nan,Right-hand bat,Right-arm medium
Tarun Sharma,463068,Tarun Sharma,Mexico,Tarun Sharma,nan,nan,nan
A Tripathi,1203246,,,,,,
T Tumursukh,1400101,,,,,,
DPS Tyagi,1482331,,,,,,
I Uboh,1155532,Ifeanyichukwu Uboh,Nigeria,Ifeanyichukwu Uboh,nan,Right-hand bat,Right-arm medium
S Udhayan,1283125,,,,,,
E Ul Haq,467851,Ehtsham Ul Haq,Norway,Ehtsham Ul Haq,nan,nan,nan
PJ van Biljon,266268,Pite van Biljon,South Africa,Petrus Johannes van Biljon,nan,Right-hand bat,Right-arm medium
J van Heerden,698311,Joshua van Heerden,South Africa,Joshua van Heerden,nan,Right-hand bat,nan
W Viraliliu,1082732,Wesley Viraliliu,Vanuatu,Wesley Viraliliu,nan,Right-hand bat,Right-arm medium-fast
HF Wade,47854,Herby Wade,South Africa,Herbert Frederick Wade,nan,Right-hand bat,nan
C Waiswa,208245,Charles Waiswa,Uganda,Charles Waiswa,nan,Left-hand bat,Left-arm medium
Waqar Ul Hassan,1369885,,,,,,
S Waqas Ahmed,523217,Waqas Ahmed,Norway,Syed Waqas Ahmed,nan,Right-hand bat,Legbreak googly
TS Waqavakatoga,1333978,,,,,,
N Wijesekera,469210,Navin Wijesekera,Austria,Navin Wijesekera,nan,nan,nan
Zahid Khan,1286493,,,,,,
Sarfraz Butt,633455,Sarfraz Butt,Saudi Arabia,Zeeshan Sarfraz Butt,nan,Right-hand bat,nan
Ziaur Rehman,1194055,,,,,,
JS Ababu,24768,Josephat Ababu,Kenya,Josephat Ababu Sorongo,nan,Right-hand bat,Right-arm fast-medium
Abdul Majid Malik,1217275,,,,,,
Abdul Malik (1),1059030,Abdul Malik,Afghanistan,Abdul Malik,nan,Right-hand bat,Right-arm offbreak
Abdul Shakoor,585100,Abdul Shakoor,United Arab Emirates,Sher Muhammad Abdul Shakoor,Opening batsman,Right-hand bat,nan
Ahmed Baladraf,1167838,Ahmed Baladraf,Saudi Arabia,Ahmed Abdul Waheed Baladraf,Batting allrounder,Left-hand bat,Slow left-arm orthodox
RW Ali,24687,Rajab Ali,Kenya,Rajab Wazir Ali,nan,Right-hand bat,Right-arm medium-fast
Ali Nadeem,498372,Ali Nadeem,Pakistan,Ali Nadeem Abbasi,nan,Right-hand bat,nan
Ali Rasool,1447948,,,,,,
Ali Zaheer,452543,Ali Zaheer,Kuwait,Ali Zaheer,nan,Left-hand bat,Legbreak googly
MKDI Amerasinghe,48139,Ishara Amerasinghe,Sri Lanka,Merenna Koralage Don Ishara Amerasinghe,Bowler,Right-hand bat,Right-arm fast-medium
B Angeltti,1203197,,,,,,
Ansar Iqbal,1156436,Ansar Iqbal,Norway,Ansar Iqbal,Allrounder,Right-hand bat,Right-arm medium
R Appleyard,8554,Bob Appleyard,England,Robert Appleyard,nan,Right-hand bat,Right-arm medium
P Arora,1182006,,,,,,
WE Astill,8576,Ewart Astill,England,William Ewart Astill,nan,Right-hand bat,Right-arm slow-medium
ID Austin,8590,Ian Austin,England,Ian David Austin,nan,Left-hand bat,Right-arm medium
Awais Ahmad,1489793,,,,,,
Azam Khalil,515185,Azam Khalil,Sweden,Azam Khalil,nan,nan,nan
F Baaleri,585464,Frank Baleri,Ghana,Frank Baleri,nan,nan,nan
XC Balaskas,44040,Xen Balaskas,South Africa,Xenophon Constantine Balaskas,nan,Right-hand bat,Legbreak googly
JC Balt,1178066,Jan Balt,Namibia,Jan Balt,nan,nan,nan
AA Banner,590021,Andrew Banner,Belize,Andrew Banner,nan,nan,nan
GD Barlow,8990,Graham Barlow,England,Graham Derek Barlow,nan,Left-hand bat,Right-arm medium
OO Bascome,279531,Oronde Bascome,Bermuda,Oronde Omari Bascome,Batsman,Right-hand bat,Right-arm medium
Bashir Shah,303338,Bashir Shah,Denmark,Syed Bashir Ahmed Shah,nan,Right-hand bat,Slow left-arm orthodox
RN Bhatia,1156689,Rahul Bhatia,United Arab Emirates,Rahul Neelesh Bhatia,nan,Left-hand bat,Slow left-arm orthodox
JM Bird,215152,Jackson Bird,Australia,Jackson Munro Bird,Bowler,Right-hand bat,Right-arm fast-medium
WK Bitis,1323447,,,,,,
J Blades,1403089,,,,,,
RC Blunt,36301,Roger Blunt,New Zealand,Roger Charles Blunt,nan,Right-hand bat,Legbreak
J Broad,948595,Justin Broad,South Africa,Justin Broad,nan,Right-hand bat,Right-arm medium
HD Bromfield,44124,Harry Bromfield,South Africa,Harry Dudley Bromfield,nan,Right-hand bat,Right-arm offbreak
S Chaudhary,1275732,,,,,,
P Chin,470749,Paul Chin,Cayman Islands,Paul Chin,nan,Right-hand bat,nan
Choudry Share Ali,1273286,,,,,,
A Codrington,23848,Austin Codrington,Canada,Austin Codrington,nan,Right-hand bat,Right-arm medium-fast
LA Collado,572235,Luke Collado,Gibraltar,Luke A Collado,nan,nan,nan
A Conteh,346649,Aniru Conteh,Gambia,Aniru Conteh,nan,Right-hand bat,Right-arm medium
CS Cowdrey,10843,Chris Cowdrey,England,Christopher Stuart Cowdrey,nan,Right-hand bat,nan
J Cowie,36616,Jack Cowie,New Zealand,John Cowie,nan,Right-hand bat,Right-arm fast-medium
JM Cox,1112537,Jordan Cox,England,Jordan Matthew Cox,nan,Right-hand bat,nan
RJ Crisp,44481,Bob Crisp,South Africa,Robert James Crisp,nan,Right-hand bat,Right-arm fast
GJ Crocker,55321,Gary Crocker,Zimbabwe,Gary John Crocker,nan,Left-hand bat,Left-arm medium-fast
Danish Jasnaik,1344833,,,,,,
OC Dawson,44683,Ossie Dawson,South Africa,Oswald Charles Dawson,nan,Right-hand bat,Right-arm medium
PC de Silva,345825,Chaturanga de Silva,Sri Lanka,Pinnaduwage Chaturanga de Silva,Allrounder,Left-hand bat,Slow left-arm orthodox
DT Dewdney,51647,Tom Dewdney,West Indies,David Thomas Dewdney,nan,Right-hand bat,Right-arm fast
A Dhabe,1489796,,,,,,
SG Diaby,1345184,,,,,,
MJ Di Venuto,4951,Michael Di Venuto,Australia,Michael James Di Venuto,Opening batsman,Left-hand bat,"Right-arm medium, Legbreak googly"
LE Dlamini,1326795,,,,,,
JN Dorji,1208991,,,,,,
H Durham,23713,Hasan Durham,Bermuda,Hasan Durham,Bowler,Right-hand bat,Slow left-arm orthodox
Ehsan Adil,547092,Ehsan Adil,Pakistan,Ehsan Adil,Bowler,Right-hand bat,Right-arm fast-medium
GDR Eranga,320520,Romesh Eranga,Canada,Galkandage Don Romesh Eranga,Bowler,Left-hand bat,Left-arm medium-fast
J Evans,467819,Josh Evans,Israel,Josh Evans,nan,Right-hand bat,Legbreak
Faran Afzal,1046635,Farzan Afzal,Spain,Farzan Afzal,nan,nan,nan
KHRK Fernando,48967,Hasantha Fernando,Sri Lanka,Kandage Hasantha Ruwan Kumara Fernando,Allrounder,Right-hand bat,Right-arm medium-fast
MNK Fernando,1074333,Nuwanidu Fernando,Sri Lanka,Muthuthanthirige Nuwanidu Keshawa Fernando,nan,Right-hand bat,Right-arm offbreak
KJ Ferrary,303932,Kieron Ferrary,Gibraltar,Kieron J Ferrary,nan,Right-hand bat,Right-arm offbreak
JJ Ferris,5225,J.J. Ferris,Australia,John James Ferris,nan,Left-hand bat,Left-arm bowler
R Francis,1163183,Rhys Francis,St Helena,Rhys Francis,nan,nan,nan
Gholam Nousher,55898,Gholam Nousher,Bangladesh,Gholam Mohammad Nousher,nan,Left-hand bat,Left-arm medium
R Goodwin,1177729,Richard Goodwin,Philippines,Richard Goodwin,nan,Right-hand bat,nan
PB Gouge,1195665,,,,,,
Gul Mohammad,40329,Gul Mohammad,Pakistan,Gul Mohammad,nan,Left-hand bat,Left-arm medium
LHB Harrington-Myers,1193255,,,,,,
PGZ Harris,37233,Zin Harris,New Zealand,Parke Gerald Zinzan Harris,nan,Right-hand bat,Right-arm medium
GR Hazlitt,5622,Gerry Hazlitt,Australia,Gervys Rignold Hazlitt,nan,Right-hand bat,"Right-arm medium, Right-arm offbreak"
J Hill,1082763,Jonathan Hill,Philippines,Jonathan Hill,nan,Right-hand bat,Right-arm medium-fast
RO Hurley,52076,Ryan Hurley,West Indies,Ryan O'Neal Hurley,nan,Right-hand bat,Right-arm offbreak
DJ Insole,15399,Doug Insole,England,Douglas John Insole,nan,Right-hand bat,Right-arm medium
JM Iradukunda,1155600,Jean Iradukunda,Rwanda,Jean Michelle Iradukunda,nan,nan,nan
DF Jacobs,1093675,Daniel Jacobs,Thailand,Daniel Frederik Jacobs,nan,Left-hand bat,Legbreak googly
B Jagroo,1287094,,,,,,
Jaison Jerome,1314205,,,,,,
RO Jenkins,15495,Roly Jenkins,England,Roland Oliver Jenkins,nan,Right-hand bat,Legbreak googly
B Jerkovic,1323445,,,,,,
PEW Jones,52220,Prior Jones,West Indies,Prior Erskine Waverley Jones,nan,Right-hand bat,Right-arm fast
Jubaid Ahamed,1156612,Jubaid Ahamed,France,Jubaid Ahamed,nan,Right-hand bat,nan
Kalhan Challu,1093862,Kalhan Challu,Hong Kong,Kalhan Marc Challu,nan,Right-hand bat,Right-arm offbreak
Kamran Ahmadzai,1432705,,,,,,
E Katchay,52300,Eion Katchay,Canada,Eion Katchay,Bowler,Right-hand bat,Right-arm fast-medium
AL Kerai,1283581,,,,,,
R Kilner,15884,Roy Kilner,England,Roy Kilner,nan,Left-hand bat,Slow left-arm orthodox
MKGCP Lakshitha,49598,Chamila Gamage,Sri Lanka,Mataramba Kanaththa Gamage Chamila Premanath Lakshitha,Bowler,Right-hand bat,Right-arm fast-medium
TJ Laughlin,6261,Trevor Laughlin,Australia,Trevor John Laughlin,nan,Left-hand bat,Right-arm medium
JG Leggat,37607,Gordon Leggat,New Zealand,John Gordon Leggat,nan,Right-hand bat,nan
AR Lewis,16271,Tony Lewis,England,Anthony Robert Lewis,nan,Right-hand bat,Legbreak
ML Lewis,6291,Mick Lewis,Australia,Michael Llewellyn Lewis,Bowler,Right-hand bat,Right-arm fast-medium
GFJ Liebenberg,45984,Gerhardus Liebenberg,South Africa,Gerhardus Frederick Johannes Liebenberg,Opening batsman,Right-hand bat,Right-arm fast-medium
ACI Lock,55560,Charlie Lock,Zimbabwe,Alan Charles Ingram Lock,Bowler,Right-hand bat,Right-arm fast-medium
NJ Maddinson,333780,Nic Maddinson,Australia,Nicolas James Maddinson,Opening batsman,Left-hand bat,Slow left-arm orthodox
Mahbubul Alam,56032,Mahbubul Alam,Bangladesh,Mahbubul Alam,Bowler,Right-hand bat,Right-arm medium-fast
T Makaya,1493463,,,,,,
DS Maraiwai,961435,Delaimatuku Maraiwai,Fiji,Delaimatuku Sokoiwasa Maraiwai,nan,Right-hand bat,nan
D Marsic,1323452,,,,,,
FR Martin,52426,Freddie Martin,West Indies,Frank Reginald Martin,nan,Left-hand bat,Slow left-arm orthodox
HH Massie,6517,Hugh Massie,Australia,Hugh Hamon Massie,nan,Right-hand bat,nan
RAL Massie,6518,Bob Massie,Australia,Robert Arnold Lockyer Massie,nan,Left-hand bat,Right-arm medium-fast
J Matharu,1287093,,,,,,
S Mathur,1278994,,,,,,
W Maximo,1382062,,,,,,
NSK Mehta,1230631,,,,,,
C Milburn,17018,Colin Milburn,England,Colin Milburn,nan,Right-hand bat,Right-arm medium
RB Minnett,6622,Roy Minnett,Australia,Roy Baldwin Minnett,nan,Right-hand bat,Right-arm fast-medium
A Mithun,310958,Abhimanyu Mithun,India,Abhimanyu Mithun,Bowler,Right-hand bat,Right-arm medium
Mohammad Asaduzzaman,1313730,,,,,,
JB Mortimore,17111,John Mortimore,England,John Brian Mortimore,nan,Right-hand bat,Right-arm offbreak
AE Moss,17114,Alan Moss,England,Alan Edward Moss,nan,Right-hand bat,Right-arm fast-medium
Muhammad Kaleem,943295,Muhammad Kaleem,United Arab Emirates,Muhammad Kaleem Burhan,Opening batsman,Right-hand bat,Right-arm medium-fast
DJ Murray,37735,Darrin Murray,New Zealand,Darrin James Murray,nan,Right-hand bat,Right-arm medium
AK Muslar,1159658,Aaron Muslar,Belize,Aaron Muslar,Wicketkeeper,Right-hand bat,Right-arm medium
A Mustafa,307179,Augusto Mustafa,Argentina,Augusto Mustafa,nan,Right-hand bat,nan
PV Naringrekar,1429283,,,,,,
Niv Nagavkar,1156432,Niv Nagavkar,Israel,Niv Nagavkar,Allrounder,Right-hand bat,Left-arm medium
Omar Hussain,1283104,,,,,,
E Otgonbayar,1400098,,,,,,
MB Owens,38066,Michael Owens,New Zealand,Michael Barry Owens,nan,Right-hand bat,Right-arm fast-medium
AM Patel,1360656,,,,,,
FL Patel,1360657,,,,,,
E Peate,18487,Ted Peate,England,Edmund Peate,nan,Left-hand bat,Slow left-arm orthodox
JE Pitcher,379301,Justin Pitcher,Bermuda,Justine Eugene Pitcher,Allrounder,Left-hand bat,Right-arm medium-fast
S Pokhriyal,1156481,Sumit Pokhriyal,Czech Republic,Sumit Pokhriyal,nan,Right-hand bat,"Right-arm medium, Right-arm offbreak"
NV Radford,19314,Neal Radford,England,Neal Victor Radford,nan,Right-hand bat,Right-arm fast-medium
Rahman Ademi,1205588,,,,,,
RB Reid,38249,Richard Reid,New Zealand,Richard Bruce Reid,nan,Right-hand bat,nan
AJ Richardson,7334,Arthur Richardson,Australia,Arthur John Richardson,nan,Right-hand bat,nan
Bilal Safdar,580987,Bilal Safdar,Portugal,Bilal Safdar,nan,nan,nan
Sami Ullah,1236052,,,,,,
S Sankar,1460190,,,,,,
S Sarthak,1369879,,,,,,
CT Sarwate,33859,Chandu Sarwate,India,Chandrasekhar Trimbak Sarwate,nan,Right-hand bat,"Right-arm offbreak, Legbreak"
J Sebanja,308446,Jonathan Sebanja,Uganda,Jonathan Sebanja,nan,Right-hand bat,Left-arm medium
S Sengupta,1263719,,,,,,
Shafiq Ahmed,42636,Shafiq Ahmed,Pakistan,Shafiq Ahmed,nan,Right-hand bat,Right-arm medium
Shahadat Hossain (3),989935,Shahadat Hossain,Bangladesh,Shahadat Hossain Dipu,nan,Right-hand bat,nan
Shahid Ahmadzai,1120355,Shahid Ahmadzai,Canada,Shahid Ahmadzai,nan,nan,nan
JNK Shannon,303437,James Shannon,Ireland,James Norman Knight Shannon,Middle-order batsman,Right-hand bat,Right-arm offbreak
Shariq Munir,1505437,,,,,,
TG Shaw,47184,Tim Shaw,South Africa,Timothy Gower Shaw,nan,Left-hand bat,Slow left-arm orthodox
Shehzad Patel,1163169,Shehzad Patel,Swaziland,Shehzad Patel,nan,nan,nan
BK Shepherd,7604,Barry Shepherd,Australia,Barry Kenneth Shepherd,nan,Left-hand bat,Right-arm offbreak
S Shivnarine,52932,Sew Shivnarine,West Indies,Sewdatt Shivnarine,nan,Right-hand bat,Slow left-arm orthodox
IC Simao,1454408,,,,,,
G Singhdeo,1428759,,,,,,
VI Smith,47213,Ian Smith,South Africa,Vivian Ian Smith,nan,Right-hand bat,Legbreak
Sohail Ahmad,1323450,,,,,,
E Solomon,467809,Eshkol Solomon,Israel,Eshkol Solomon,nan,Right-hand bat,Right-arm medium
H Srinivasan,1183926,,,,,,
S Stanikzay,1432702,,,,,,
DS Steele,20345,David Steele,England,David Stanley Steele,nan,Right-hand bat,Slow left-arm orthodox
V Subramanya,34215,Venkataraman Subramanya,India,Venkataraman Subramanya,nan,Right-hand bat,Right-arm medium
Lord Tennyson,21499,Lord Tennyson,England,Lionel Hallam Tennyson,nan,Right-hand bat,Right-arm fast
UNGB Thenannahelage,1323622,,,,,,
TE Tsiga,722321,Tafadzwa Tsiga,Zimbabwe,Tafadzwa Emmanuel Tsiga,nan,Right-hand bat,Right-arm medium
L Tuckett,47559,Lindsay Tuckett,South Africa,Lindsay Tuckett,nan,Right-hand bat,Right-arm medium-fast
SM Tupou,302675,Seru Tupou,Fiji,Seru Marutu Tupou,nan,Left-hand bat,Right-arm medium
CP Turkich,1323444,,,,,,
DJ Turkich,1323443,,,,,,
MJL Turnbull,21614,Maurice Turnbull,England,Maurice Joseph Lawson Turnbull,nan,Right-hand bat,Right-arm offbreak
J Umanath,1182001,,,,,,
Umar Nawaz,1318848,,,,,,
A van der Merwe,463217,Albert van der Merwe,Ireland,Albert van der Merwe,Bowler,Right-hand bat,Right-arm offbreak
KJJ van Noortwijk,24974,Klaas-Jan van Noortwijk,Netherlands,Klaas-Jan Jeroen Van Noortwijk,nan,Right-hand bat,Right-arm medium
CFK van Wyk,47780,Kruger van Wyk,New Zealand,Cornelius Francoius Kruger van Wyk,Wicketkeeper batsman,Right-hand bat,nan
S Vijayakumar,746453,Selladore Vijayakumar,Singapore,Selladore Vijayakumar,nan,Right-hand bat,Right-arm offbreak
Vishal Sharma,1479950,,,,,,
RL Vitas,1321224,,,,,,
DKD Warnakulasuriya,1283175,,,,,,
VJ Wells,22365,Vince Wells,England,Vincent John Wells,nan,Right-hand bat,Right-arm medium
TS Worthington,22526,Stan Worthington,England,Thomas Stanley Worthington,nan,Right-hand bat,Right-arm fast-medium
KJ Young,1159659,Kenton Young,Belize,Kenton Young,Wicketkeeper,Left-hand bat,nan
Zahid Ali,1256259,,,,,,
Zahid Mahmood,433614,Zahid Mahmood,Pakistan,Zahid Mahmood,nan,Right-hand bat,Legbreak
Ziaurahman Shinwari,1486193,,,,,,
Zubair Ali,1505439,,,,,,
Zubayr Hamza,550187,Zubayr Hamza,South Africa,Zubayr Hamza,Batsman,Right-hand bat,Legbreak
Zulfiqar Ahmed,43706,Zulfiqar Ahmed,Pakistan,Zulfiqar Ahmed,nan,Right-hand bat,Right-arm offbreak
Abdullah Rana,1386878,,,,,,
Abdur Rauf,39084,Abdur Rauf,Pakistan,Abdur Rauf Khan,Bowler,Right-hand bat,Right-arm fast-medium
Abhishek Anand,1484957,,,,,,
Aftab Kayani,1236053,,,,,,
Akshay Homraj,1205381,,,,,,
J Andrew,1394273,,,,,,
DNA Ankrah,1089762,David Ankrah,Ghana,David Ni Ashong Ankrah,nan,nan,nan
P Arrighi,414050,Pedro Arrighi,Argentina,Pedro Arrighi,nan,nan,nan
Muhammad Asim,1514025,,,,,,
ES Atkinson,51112,Eric Atkinson,West Indies,Eric St Eval Atkinson,nan,Right-hand bat,Right-arm medium-fast
A Awasthi,1500607,,,,,,
