url,series_name
https://www.espncricinfo.com/series/england-tour-of-sri-lanka-2000-01-61786/sri-lanka-vs-england-3rd-odi-64707/match-report,"England in Sri Lanka ODI Series
https://www.espncricinfo.com/series/ary-gold-cup-2000-01-61086/pakistan-vs-sri-lanka-1st-match-65789/match-report,"ARY Gold Cup (New Zealand
https://www.espncricinfo.com/series/ary-gold-cup-2000-01-61086/new-zealand-vs-sri-lanka-2nd-match-65790/match-report,"ARY Gold Cup (New Zealand
https://www.espncricinfo.com/series/ary-gold-cup-2000-01-61086/new-zealand-vs-pakistan-3rd-match-65791/match-report,"ARY Gold Cup (New Zealand
https://www.espncricinfo.com/series/ary-gold-cup-2000-01-61086/pakistan-vs-sri-lanka-4th-match-65792/match-report,"ARY Gold Cup (New Zealand
https://www.espncricinfo.com/series/ary-gold-cup-2000-01-61086/new-zealand-vs-pakistan-5th-match-65793/match-report,"ARY Gold Cup (New Zealand
https://www.espncricinfo.com/series/ary-gold-cup-2000-01-61086/new-zealand-vs-sri-lanka-6th-match-65794/match-report,"ARY Gold Cup (New Zealand
https://www.espncricinfo.com/series/south-africa-tour-of-west-indies-2000-01-61838/west-indies-vs-south-africa-7th-odi-64721/match-report,"South Africa in West Indies ODI Series
https://www.espncricinfo.com/series/standard-bank-triangular-tournament-2001-02-61094/south-africa-vs-india-1st-match-66098/match-report,"Standard Bank Triangular Tournament (India
https://www.espncricinfo.com/series/australia-tour-of-south-africa-2001-02-61368/south-africa-vs-australia-4th-odi-64761/match-report,"Australia in South Africa ODI Series
https://www.espncricinfo.com/series/bangladesh-tour-of-south-africa-2002-03-62179/south-africa-vs-bangladesh-1st-odi-64782/match-report,"Bangladesh in South Africa ODI Series
https://www.espncricinfo.com/series/bangladesh-tour-of-south-africa-2002-03-62179/south-africa-vs-bangladesh-2nd-odi-64783/match-report,"Bangladesh in South Africa ODI Series
https://www.espncricinfo.com/series/bangladesh-tour-of-south-africa-2002-03-62179/south-africa-vs-bangladesh-3rd-odi-64784/match-report,"Bangladesh in South Africa ODI Series
https://www.espncricinfo.com/series/south-africa-tour-of-pakistan-2003-04-61843/pakistan-vs-south-africa-5th-odi-64842/match-report,"South Africa in Pakistan ODI Series
https://www.espncricinfo.com/series/paktel-cup-2004-05-61158/pakistan-vs-sri-lanka-6th-match-66382/match-report,"Paktel Cup (Pakistan
https://www.espncricinfo.com/series/paktel-cup-2004-05-61158/pakistan-vs-sri-lanka-final-66383/match-report,"Paktel Cup (Pakistan
https://www.espncricinfo.com/series/pakistan-tour-of-india-2004-05-61525/india-vs-pakistan-only-odi-66384/match-report,"BCCI Platinum Jubilee Match (Pakistan in India)
https://www.espncricinfo.com/series/new-zealand-tour-of-bangladesh-2004-05-62139/bangladesh-vs-new-zealand-1st-odi-64907/match-report,"New Zealand in Bangladesh ODI Series
https://www.espncricinfo.com/series/new-zealand-tour-of-bangladesh-2004-05-62139/bangladesh-vs-new-zealand-2nd-odi-64908/match-report,"New Zealand in Bangladesh ODI Series
https://www.espncricinfo.com/series/new-zealand-tour-of-bangladesh-2004-05-62139/bangladesh-vs-new-zealand-3rd-odi-64909/match-report,"New Zealand in Bangladesh ODI Series
